text,intent,domain
List students where attendance is greater than 897,filter_condition,Education
Show all parts with runtime below 298,filter_condition,Manufacturing
List patients where heart rate is greater than 788,filter_condition,Medical
Compute mean of score for all games,aggregate_average,Sports
List games where goals is greater than 879,filter_condition,Sports
Display devices whose uptime exceeds 59,filter_condition,Technology
Filter teams having assists equal to 142,filter_condition,Sports
Find lowest rainfall among crops,aggregate_minmax,Agriculture
Find total balance for all accounts,aggregate_sum,Finance
Display harvests whose rainfall exceeds 433,filter_condition,Agriculture
List farms where area is greater than 826,filter_condition,Agriculture
Filter devices having uptime equal to 293,filter_condition,Technology
Filter parts having cost equal to 295,filter_condition,Manufacturing
Show all devices with response time below 32,filter_condition,Technology
Filter games having goals equal to 35,filter_condition,Sports
Display tickets whose response time exceeds 752,filter_condition,Technology
Display parts whose output exceeds 487,filter_condition,Manufacturing
Display grades whose grade exceeds 610,filter_condition,Education
List tickets where response time is greater than 198,filter_condition,Technology
Display games whose assists exceeds 884,filter_condition,Sports
List harvests where area is greater than 424,filter_condition,Agriculture
List teams where score is greater than 652,filter_condition,Sports
Show all patients with heart rate below 387,filter_condition,Medical
Display players whose assists exceeds 888,filter_condition,Sports
Get maximum attendance from grades,aggregate_minmax,Education
Arrange students by marks (high to low),sort_descending,Education
Filter farms having rainfall equal to 813,filter_condition,Agriculture
Show all parts with cost below 876,filter_condition,Manufacturing
Show all harvests with rainfall below 224,filter_condition,Agriculture
Show all tests with age below 369,filter_condition,Medical
Display games whose assists exceeds 203,filter_condition,Sports
Filter sales having discount equal to 344,filter_condition,Retail
Compute mean of profit for all accounts,aggregate_average,Finance
Show all players with goals below 615,filter_condition,Sports
Filter students having grade equal to 205,filter_condition,Education
Show all farms with area below 936,filter_condition,Agriculture
Show all investments with amount below 85,filter_condition,Finance
Display top rows from teams,show_head,Sports
List subjects where grade is greater than 158,filter_condition,Education
Filter games having score equal to 777,filter_condition,Sports
Show all patients with blood pressure below 854,filter_condition,Medical
Filter tickets having response time equal to 171,filter_condition,Technology
Filter transactions having profit equal to 400,filter_condition,Finance
List harvests where yield is greater than 738,filter_condition,Agriculture
List transactions where balance is greater than 57,filter_condition,Finance
Display crops whose area exceeds 775,filter_condition,Agriculture
Arrange tickets by response time (high to low),sort_descending,Technology
Show all machines with runtime below 612,filter_condition,Manufacturing
Show how many farms are in each crop type,groupby_count,Agriculture
Filter farms having yield equal to 67,filter_condition,Agriculture
List machines where output is greater than 31,filter_condition,Manufacturing
Order sales from largest to smallest discount,sort_descending,Retail
Get maximum rainfall from farms,aggregate_minmax,Agriculture
Filter batches having runtime equal to 991,filter_condition,Manufacturing
Find lowest marks among subjects,aggregate_minmax,Education
Sort games by goals in descending order,sort_descending,Sports
Filter records having age equal to 565,filter_condition,Medical
List orders where discount is greater than 535,filter_condition,Retail
Find lowest grade among students,aggregate_minmax,Education
Display records whose age exceeds 421,filter_condition,Medical
Find average runtime among machines,aggregate_average,Manufacturing
Display games whose assists exceeds 336,filter_condition,Sports
Display farms whose yield exceeds 239,filter_condition,Agriculture
List products where quantity is greater than 138,filter_condition,Retail
Find average errors among logs,aggregate_average,Technology
Show all batches with output below 155,filter_condition,Manufacturing
Display grades whose marks exceeds 429,filter_condition,Education
Filter investments having profit equal to 338,filter_condition,Finance
List products where discount is greater than 120,filter_condition,Retail
List players where goals is greater than 120,filter_condition,Sports
Filter parts having cost equal to 203,filter_condition,Manufacturing
Display teams whose score exceeds 168,filter_condition,Sports
List players where goals is greater than 836,filter_condition,Sports
Filter machines having cost equal to 258,filter_condition,Manufacturing
Plot score trend over time,visualize_line_chart,Sports
List devices where response time is greater than 183,filter_condition,Technology
Show all patients with blood pressure below 232,filter_condition,Medical
Filter investments having amount equal to 305,filter_condition,Finance
Find average score among teams,aggregate_average,Sports
Display accounts whose profit exceeds 56,filter_condition,Finance
Filter logs having uptime equal to 859,filter_condition,Technology
List farms where yield is greater than 616,filter_condition,Agriculture
Find highest yield among crops,aggregate_minmax,Agriculture
Display games whose assists exceeds 834,filter_condition,Sports
