Temperature(°C),Humidity(%),Average_Weight(g),Accel_X(m/s²),Accel_Y(m/s²),Accel_Z(m/s²),Average_RPM
37.5,86.46,162.69,0.04,6.38,6.22,635.2
48.87,56.47,345.93,4.57,8.31,-1.12,174.58
31.25,64.76,173.71,5.02,4.45,6.94,1362.79
28.57,66.96,201.7,-14.96,-5.01,11.02,424.22
46.06,64.42,328.26,-8.0,1.44,-0.03,529.32
26.71,81.94,246.54,-2.31,3.79,9.99,156.66
48.9,70.96,177.13,8.36,7.5,-0.76,967.61
20.36,72.88,226.85,0.91,7.77,3.93,2723.02
49.1,84.12,173.17,-3.6,8.62,3.4,1691.18
21.29,82.24,190.04,-3.53,6.21,0.36,52.73
46.73,55.29,160.41,-7.36,-7.06,1.71,123.28
35.83,78.56,237.65,-0.54,4.95,5.97,1280.81
49.79,67.42,311.33,5.83,6.29,1.43,1833.87
22.21,61.79,267.19,9.37,7.56,-1.0,1784.24
36.62,52.0,271.27,0.03,8.5,3.24,167.26
49.08,69.49,190.12,-6.66,0.18,-9.29,576.89
35.69,64.22,218.78,3.66,3.1,-7.82,1042.07
38.88,60.06,319.05,5.14,-9.81,-7.49,53.25
40.87,77.79,167.57,-8.57,1.46,-1.48,1057.29
33.64,80.78,321.59,7.0,-0.54,7.44,895.53
38.83,59.79,246.74,6.59,9.25,2.87,1176.82
37.53,51.98,317.43,-0.55,8.03,9.45,1840.63
47.03,83.95,213.6,1.21,5.95,-9.2,549.24
21.36,50.4,217.77,4.27,-8.86,4.44,1278.19
28.43,87.48,300.32,3.53,-1.96,-3.72,859.66
48.51,75.1,307.0,-9.67,3.92,-9.53,870.26
46.71,62.87,195.93,-7.55,-9.41,6.52,1294.54
33.67,59.86,344.57,-6.75,-5.28,-6.75,1902.67
38.6,50.36,166.9,5.11,7.75,-5.72,1726.06
28.32,59.42,163.7,-1.2,-7.4,-3.19,1279.04
25.64,55.51,269.1,0.91,-8.97,5.77,923.08
33.91,74.49,294.55,9.0,4.88,14.79,847.98
30.6,56.66,342.18,-3.18,8.93,-4.7,1574.27
37.51,71.15,230.99,4.98,6.69,-6.63,436.44
22.33,73.6,155.06,-1.15,9.5,-7.81,1175.33
49.23,61.92,270.58,-2.46,5.07,-7.0,1009.91
49.59,51.4,207.94,-3.34,-1.25,7.36,1298.71
40.94,51.49,236.59,9.3,8.93,8.45,374.84
36.08,51.05,247.69,5.44,-1.47,9.36,1391.51
29.29,79.56,162.9,-9.6,-3.0,6.69,1254.0
44.41,62.72,247.2,9.15,-1.04,7.75,360.29
40.54,81.85,235.26,5.51,6.28,6.32,899.24
24.88,67.27,292.51,-7.02,8.35,9.16,1357.24
47.33,68.12,279.13,-8.47,-2.85,6.91,1803.21
44.68,70.52,187.04,-3.84,-0.76,-0.76,244.2
48.49,78.52,191.23,2.48,7.97,-3.53,17.48
41.77,60.94,200.2,2.33,-9.06,1.68,330.31
38.4,54.86,185.79,-4.48,5.68,2.16,1978.55
32.55,72.24,281.44,-1.09,-0.92,1.5,1536.74
47.98,63.08,348.89,-5.76,-2.47,4.13,1228.74
45.98,67.7,280.42,-8.99,-1.06,3.98,266.03
21.36,75.88,497.15,0.34,-1.63,-8.26,832.09
20.79,69.77,231.99,-3.06,5.13,-4.29,1430.48
31.29,74.81,212.52,0.86,8.56,7.8,1791.77
44.32,71.77,332.21,8.93,-0.17,1.8,763.65
49.62,79.59,343.8,-7.13,6.65,-3.43,1999.38
24.51,78.24,249.36,-9.96,4.64,7.01,279.47
37.82,71.37,497.15,-8.46,-3.39,-5.02,773.87
31.43,77.16,304.02,-0.75,1.75,-1.82,1750.79
49.1,84.94,176.49,4.14,3.34,-4.47,1299.83
45.26,67.29,303.12,1.62,-9.53,7.43,1621.84
45.15,66.51,313.79,-0.1,-2.08,4.57,1815.6
34.06,80.57,174.98,-2.92,9.85,-0.8,1014.63
32.44,73.3,345.37,-3.8,2.75,8.65,469.49
28.2,52.84,347.1,-2.47,-3.32,8.55,1387.41
21.69,85.68,337.34,2.23,-5.0,4.23,1126.96
45.94,51.23,249.21,-6.64,-5.81,7.84,1545.3
44.39,79.94,199.21,5.43,-1.97,4.39,1023.43
49.99,80.35,266.4,1.51,-6.13,2.56,1622.22
49.9,88.12,233.99,-4.62,-7.3,-1.58,1804.03
36.66,52.17,191.19,0.02,-2.72,-4.53,1499.17
53.04,73.87,234.74,9.26,2.14,-8.79,1487.31
48.34,67.11,282.78,-9.59,-7.07,6.02,1174.38
45.49,63.23,164.18,-6.01,-9.11,-7.56,943.28
27.42,53.61,216.68,-1.03,-9.31,-1.79,1945.18
33.52,72.51,153.56,2.77,-4.65,-5.31,-110.99
23.87,69.16,299.9,-5.76,-6.2,-0.91,1680.71
48.62,54.18,278.14,8.63,0.79,-3.7,1010.82
38.19,74.5,162.53,2.85,-0.89,6.59,1109.72
26.86,79.52,342.95,7.55,-3.5,9.56,1325.78
40.15,80.69,154.52,-3.41,6.67,8.83,1457.1
38.54,86.21,267.99,6.58,0.1,2.45,896.71
18.85,66.38,305.27,-2.44,-8.17,9.59,712.63
23.41,88.12,307.58,-4.94,-4.08,-1.99,478.84
40.15,84.62,156.86,8.23,9.47,0.45,847.29
35.61,61.86,331.28,-8.16,9.54,-4.86,422.48
43.17,56.37,333.69,8.86,-4.91,7.96,833.52
35.6,67.42,262.28,-0.83,-6.66,-6.41,1749.32
45.57,66.08,246.42,9.85,-0.09,2.21,1954.14
36.56,73.03,158.97,0.79,-0.37,5.99,1154.2
36.83,73.34,262.39,5.15,-1.8,1.91,292.01
46.3,80.0,231.88,-9.86,0.59,-8.42,855.11
32.1,70.4,304.56,-0.07,-5.36,2.23,1204.15
24.02,54.19,230.78,4.75,-7.7,5.34,2723.02
20.86,84.33,286.72,5.66,1.41,-6.24,410.31
42.65,62.39,170.28,-6.84,8.65,4.74,453.65
38.61,88.85,176.59,-1.62,-7.25,7.57,947.86
41.12,54.71,177.94,-1.62,4.1,9.73,432.86
26.39,88.33,159.11,-7.93,-1.24,-1.8,499.05
24.09,53.64,258.27,-1.14,-4.12,-9.5,1746.17
20.44,59.24,308.79,6.14,7.06,-1.62,1558.12
30.52,51.86,272.08,-4.0,-0.87,3.2,110.63
37.7,78.2,264.99,-1.35,1.67,7.83,640.35
31.77,84.01,286.12,9.22,-1.14,8.76,1063.87
33.12,67.36,217.93,-9.37,-8.38,8.19,121.22
47.12,87.14,222.39,1.83,1.9,3.16,1366.34
30.45,73.61,212.85,4.87,-1.62,3.65,768.89
35.42,75.2,292.42,5.22,-8.26,-9.95,794.36
43.51,83.82,182.33,4.32,1.92,-2.73,530.65
31.9,61.87,152.61,4.53,-9.8,8.14,667.86
38.66,64.17,269.24,-8.82,-5.83,3.79,1723.38
45.87,86.24,338.48,0.68,5.62,-0.64,1577.21
48.49,86.04,271.88,5.66,-9.24,-7.91,1871.54
24.41,89.06,306.58,3.53,3.23,7.5,1397.99
47.8,86.07,284.56,-9.76,8.99,1.1,1155.74
34.76,55.09,249.49,6.29,-6.58,7.95,518.51
27.75,82.95,293.68,4.25,-1.66,-8.08,1333.71
33.77,66.39,314.82,-1.76,1.51,-6.92,1812.32
49.4,89.63,194.95,8.81,-0.99,3.1,138.33
34.78,68.89,217.23,5.33,2.41,-4.12,886.14
29.86,72.15,194.75,9.36,-1.92,-6.61,298.72
39.0,71.19,240.43,8.59,-7.03,-6.43,1621.23
27.2,62.87,327.01,-0.37,-8.22,-0.15,1228.2
22.28,53.0,219.04,5.09,4.89,1.67,1759.3
23.87,85.83,224.89,3.38,-5.23,8.09,126.2
23.84,82.11,322.07,6.23,6.95,0.6,1811.46
24.56,55.58,253.07,5.75,4.86,3.83,134.39
24.16,81.07,257.09,-6.94,-9.01,-6.39,575.21
39.23,75.03,322.16,-5.33,-5.98,4.27,312.33
25.46,66.37,248.11,-4.69,-4.16,2.97,290.77
30.37,60.16,75.22,6.37,1.89,-5.68,343.34
46.9,84.39,167.13,6.21,6.2,3.39,960.44
34.22,78.01,185.73,-0.09,-8.79,-5.77,1568.72
40.03,71.91,230.88,1.62,-5.01,1.87,1796.55
25.17,74.38,248.97,6.54,-2.48,3.38,1133.75
25.77,53.64,343.15,-3.75,-6.33,3.87,315.5
21.23,68.96,344.13,-9.0,0.91,8.19,158.38
25.07,57.75,320.24,-0.35,-0.44,8.96,988.26
18.85,58.34,213.12,8.27,-3.67,6.2,1530.76
25.31,76.45,342.81,5.81,0.34,7.57,1240.32
22.66,86.45,287.87,-2.67,-2.88,-9.61,1165.56
23.62,66.15,228.59,-8.7,-3.14,-2.75,96.31
33.82,58.31,290.33,2.74,-4.69,-9.21,823.09
26.19,75.95,153.3,6.69,0.81,-5.5,1100.77
30.93,84.85,179.23,3.3,-1.12,-2.37,1196.58
35.1,79.93,315.94,-1.5,-6.07,7.35,9.62
40.71,84.75,279.11,-7.53,-9.74,0.24,399.11
21.18,71.46,222.84,8.22,-6.98,2.98,1899.57
43.98,80.08,250.13,-4.48,-9.14,-2.74,1017.29
38.84,55.6,331.03,-5.51,-1.37,2.06,1407.28
22.45,63.93,276.32,6.32,-5.5,6.31,616.37
46.21,65.58,229.63,9.62,-1.59,-3.98,1170.74
47.63,70.45,174.07,3.2,-3.41,8.65,712.93
21.83,87.16,208.75,2.5,0.76,-5.73,593.92
28.31,84.97,345.67,-3.61,4.48,8.39,822.8
44.19,55.38,237.47,-9.59,-0.41,-9.43,919.66
42.45,56.91,244.37,-6.16,-8.76,0.86,662.3
25.54,64.31,249.72,1.69,-9.65,9.7,515.98
26.28,61.63,326.82,-6.97,-5.74,2.2,1247.64
31.11,74.59,270.79,7.68,-1.5,1.1,761.46
34.54,86.11,288.74,-6.24,-9.1,3.65,403.65
38.55,88.49,227.88,0.44,-3.45,-4.21,1516.74
31.07,76.14,155.82,0.24,7.74,-8.92,1447.48
33.88,83.53,336.19,2.08,-8.2,-4.98,1773.63
42.42,71.01,339.83,-3.45,8.97,-6.48,1110.04
21.1,58.33,339.83,7.47,7.13,8.47,558.87
27.57,70.99,338.74,-1.11,6.64,7.05,1727.42
41.4,72.2,313.05,4.0,7.27,-3.65,560.6
46.86,79.7,286.92,2.72,-8.4,6.72,1311.2
35.35,58.8,318.9,-7.66,-6.98,-5.76,380.79
35.96,64.73,270.11,2.45,-7.31,-6.01,1258.35
23.22,64.56,176.87,1.01,-7.78,5.35,1681.71
33.42,88.38,228.24,7.97,-3.45,-3.46,1079.89
35.98,67.76,344.26,-19.12,-13.59,14.69,941.78
27.27,80.2,220.23,-6.98,-4.96,4.4,1986.95
28.08,80.03,323.57,-8.37,-5.12,9.79,44.9
31.32,60.62,168.64,-4.11,3.52,1.32,663.46
20.6,72.87,216.84,9.73,-8.06,-4.73,1837.2
29.66,85.77,220.19,-9.57,-2.79,-2.54,1285.29
26.34,69.01,160.32,3.46,-4.09,2.97,1084.19
29.82,87.8,173.82,2.17,6.95,4.03,1275.38
23.59,58.58,188.63,2.93,0.29,7.73,643.88
46.72,52.97,317.56,-5.63,2.93,8.18,142.34
37.81,85.66,162.68,-5.47,-7.42,7.23,550.3
40.37,83.91,209.74,-1.39,8.58,2.97,672.99
43.68,89.7,152.04,11.19,15.01,2.87,959.73
34.95,77.18,289.13,-8.51,4.14,3.59,787.79
22.61,87.47,274.06,-8.23,9.09,3.33,1042.0
36.11,83.08,279.0,1.46,0.17,-5.64,392.16
37.61,83.78,224.88,-2.05,0.15,0.15,368.1
42.36,72.77,191.65,-4.13,-7.66,-5.84,703.42
32.95,65.29,294.06,-3.68,-2.19,7.98,-110.99
18.85,87.38,312.22,-5.85,7.05,-3.54,683.46
28.51,67.28,177.72,-1.77,-7.3,6.11,1153.12
30.89,71.55,247.37,-5.94,8.35,-2.46,620.01
39.38,67.84,199.74,3.96,3.35,5.27,354.34
37.12,72.59,183.62,-7.52,-1.58,-5.58,1725.66
30.68,68.82,296.87,8.96,0.93,5.27,401.2
49.6,51.92,257.62,-8.2,-6.99,-6.41,1933.28
38.17,85.28,193.24,8.87,-5.65,-0.18,1974.81
27.12,67.78,212.0,6.67,-4.27,-7.73,1393.61
23.05,73.56,343.33,3.61,-2.3,0.56,1004.0
24.59,55.57,319.74,8.25,8.31,6.41,1590.84
27.38,50.14,325.99,-7.22,-2.65,5.11,1746.41
24.82,95.86,242.0,-6.47,0.48,-8.99,1419.18
25.6,78.18,274.76,-4.96,-6.76,-0.16,204.09
28.55,53.97,225.35,-5.1,4.72,7.04,5.98
25.2,86.36,165.54,-3.78,1.21,3.0,383.8
46.9,58.6,230.21,1.51,-1.2,-8.82,377.06
22.41,58.18,268.8,-9.44,8.94,-3.49,365.03
35.74,57.26,207.43,-2.35,7.81,1.13,1019.54
32.31,50.56,497.15,-5.07,3.19,-6.55,1040.17
49.47,80.87,180.22,2.13,8.44,3.64,1446.04
23.36,85.0,223.43,9.7,1.3,2.7,402.94
31.94,74.57,174.98,0.35,6.54,-5.95,185.32
49.08,57.53,230.97,-1.49,-1.81,1.01,1332.18
45.97,61.41,157.93,-2.64,-8.27,6.23,967.99
44.51,69.04,204.51,5.7,9.88,-2.5,1332.64
27.74,88.17,230.15,-8.56,-6.69,-5.06,761.48
25.13,59.89,245.63,9.2,-4.97,4.02,1501.59
40.06,79.27,258.74,-1.64,-6.74,-8.58,1365.2
18.85,67.58,205.0,-3.73,-3.25,6.65,1300.68
36.7,61.91,254.61,9.48,-4.21,8.87,55.14
37.15,68.24,251.8,8.72,2.02,9.3,1716.25
28.4,52.85,213.24,2.84,9.93,-1.35,753.21
43.08,81.95,316.04,-9.63,-8.95,2.46,271.23
25.61,59.73,259.13,4.97,5.57,7.15,1511.18
29.71,79.02,216.45,-3.29,-7.44,-5.53,972.95
32.76,52.73,339.47,-2.23,-9.6,-9.45,64.01
35.23,88.2,319.02,-6.83,2.77,-2.31,1563.74
27.27,57.72,346.52,0.47,7.47,7.69,870.07
23.45,85.31,288.45,4.89,-6.47,0.1,1509.85
38.32,82.38,225.64,-4.54,-3.17,0.6,1511.18
28.66,88.71,206.17,8.77,-6.62,3.83,199.87
37.44,69.12,282.66,-6.11,8.13,1.49,1226.45
24.63,79.1,346.16,-8.67,-4.59,-8.91,720.27
34.43,44.56,275.34,2.89,-1.11,1.22,1092.8
35.98,57.37,326.32,6.99,7.89,2.96,177.09
21.55,67.72,215.82,9.06,1.06,2.83,1176.37
30.1,56.63,231.39,5.34,8.66,4.57,1555.08
24.03,89.28,331.26,-6.01,8.53,0.4,1973.63
21.9,53.85,301.37,9.55,-0.77,8.0,640.56
49.7,73.57,346.28,8.39,1.65,-0.71,310.25
29.67,75.06,304.95,-6.74,-5.39,0.36,731.8
44.3,71.52,239.7,1.18,9.81,5.61,38.6
27.64,76.49,256.21,1.11,-4.43,6.66,817.55
40.45,54.65,330.1,-1.15,5.67,2.97,1829.18
42.81,72.2,260.33,9.69,-3.74,-7.47,388.7
37.87,61.49,201.08,-8.81,-3.74,-3.36,955.44
34.15,87.61,237.12,2.54,-7.92,-9.6,1145.23
32.36,80.48,253.26,-5.89,1.2,-4.09,359.81
30.47,88.9,169.34,0.55,-5.1,1.4,660.21
47.89,51.5,298.75,5.59,-7.03,6.1,1822.72
44.92,61.41,171.87,-5.07,-5.47,1.71,591.46
48.95,57.82,230.98,-2.13,-4.98,-9.2,1270.73
23.73,50.45,310.92,9.02,0.08,-4.82,273.9
41.93,59.69,243.51,5.23,-2.28,1.56,1339.73
48.15,77.15,318.4,1.45,-8.49,4.18,558.29
25.44,59.24,218.38,-5.56,0.72,7.33,462.53
21.99,70.36,341.53,-1.49,5.75,9.35,248.33
42.23,85.51,191.89,5.48,1.48,7.84,93.65
37.23,77.75,157.65,6.41,9.49,-0.65,1935.72
45.25,65.79,324.49,-5.11,-8.02,4.94,827.81
24.19,64.9,300.44,3.24,6.42,-5.19,1555.23
43.86,68.23,196.4,-8.1,0.11,-8.72,1840.18
26.05,57.08,346.95,-9.54,0.43,-8.9,408.04
24.91,75.36,250.46,0.97,0.38,-5.17,1739.7
24.93,64.57,340.21,-5.51,-3.49,-9.25,1416.05
44.44,84.09,251.01,-8.42,-3.51,7.01,1155.95
39.96,80.26,244.37,4.6,2.64,-0.2,1618.16
35.69,74.42,239.83,-0.04,-9.1,6.22,221.33
30.76,64.57,216.98,5.93,1.78,8.8,527.2
46.32,58.4,256.74,3.28,4.49,9.88,262.1
31.77,81.05,240.51,4.6,-2.87,8.74,1791.94
44.5,69.46,157.35,-3.85,-5.65,4.33,197.6
33.17,58.99,202.09,-4.73,-5.73,-1.16,1959.9
31.31,57.81,192.62,2.02,-8.36,1.96,219.78
33.88,56.62,323.49,-6.0,-8.21,6.33,1323.64
29.04,81.09,269.77,6.31,-6.67,7.95,1320.99
42.43,59.16,302.74,0.46,-9.62,9.13,1862.49
35.08,71.07,341.37,-5.46,-4.68,4.61,646.27
26.97,68.06,278.81,2.5,-3.87,0.8,664.02
46.99,73.18,346.52,8.9,9.9,9.37,1692.59
31.52,85.09,212.35,-8.36,9.83,9.17,1957.15
36.31,84.71,187.25,-7.81,-6.26,-0.45,60.28
47.19,68.04,230.66,6.88,-5.74,2.97,1270.63
38.73,50.61,244.16,-7.81,-0.16,6.19,487.28
23.51,67.06,329.07,-9.21,-7.02,-1.34,1455.92
48.19,74.25,261.99,-3.04,0.08,6.59,1545.44
38.83,72.31,208.44,-0.67,-2.01,-7.77,1525.05
30.05,76.05,298.53,1.39,-3.51,-0.38,871.02
24.18,56.16,251.17,0.15,6.45,-0.35,315.6
43.82,75.86,182.43,8.26,6.56,3.69,1169.53
38.6,57.31,265.36,5.37,9.76,-7.67,1578.08
36.0,80.02,332.28,9.68,-5.54,-7.94,1824.39
46.82,63.56,318.52,-0.47,7.77,8.01,905.29
43.66,78.4,267.36,-8.31,0.76,-3.93,491.35
24.55,51.91,225.42,9.11,1.83,-3.46,237.64
29.35,66.31,167.4,-9.92,7.93,5.54,1595.2
27.45,78.2,243.93,5.52,8.85,-1.7,1070.59
42.32,59.07,300.42,-9.37,4.54,6.66,1348.37
21.01,81.81,222.05,5.22,-3.04,-1.97,318.48
37.1,75.23,197.09,8.76,-0.21,5.21,13.16
42.87,73.5,336.28,-2.21,2.3,0.51,1935.16
46.3,64.14,314.31,-5.18,6.57,8.72,1621.78
30.26,69.3,277.66,-5.47,3.16,-3.45,800.05
44.64,73.89,177.36,-0.17,-2.69,-2.75,914.3
23.32,68.9,178.98,-6.58,-1.64,9.4,1858.13
45.39,77.93,170.64,3.46,-8.99,4.75,415.3
23.82,67.35,273.26,-2.63,8.49,5.45,1605.66
31.92,58.09,173.11,-3.54,-8.24,-4.08,35.86
43.92,58.56,318.53,-0.77,1.6,0.64,1751.43
24.5,50.23,348.59,0.85,7.43,-3.73,1178.57
26.88,62.04,223.27,-7.16,-1.58,-4.8,955.16
41.67,79.96,240.73,4.16,6.0,0.7,1412.92
41.6,81.77,292.33,7.66,6.08,9.76,135.3
39.23,58.1,337.43,-4.44,-8.8,-5.71,391.09
40.82,88.36,328.82,-6.39,-1.76,-5.15,813.97
36.28,44.56,161.52,5.21,3.82,-5.14,1235.73
27.55,86.68,183.81,-6.33,-1.55,5.83,289.1
30.37,78.27,300.92,-9.17,0.9,0.21,758.98
25.45,78.9,287.78,2.38,1.89,-2.3,521.79
47.25,53.4,176.64,-5.2,-6.98,6.88,1291.14
37.5,58.8,250.41,-6.56,-1.76,-4.05,1838.56
32.03,50.35,306.16,9.63,-9.43,-2.16,331.96
33.86,78.65,193.76,-4.16,-7.01,-8.53,378.52
48.42,63.78,324.26,8.07,0.25,-7.62,1201.06
24.6,81.47,160.59,-6.44,1.47,-7.27,907.13
37.59,63.56,306.44,6.38,-7.08,-3.06,1436.21
35.18,82.77,273.16,0.04,5.11,0.48,575.77
38.34,55.23,213.04,-8.43,-2.54,-9.99,1089.64
20.54,56.93,294.19,4.67,8.41,-6.2,773.66
46.16,63.64,306.47,7.84,-2.25,-6.49,562.53
47.96,66.34,336.78,-6.74,-7.0,-4.93,1458.59
18.85,63.95,223.55,4.51,5.16,-6.68,1591.79
40.9,80.55,287.2,-1.1,1.36,-6.1,657.9
47.67,53.88,270.52,5.08,-2.27,9.68,1245.94
41.22,64.05,497.15,4.28,-2.88,1.89,357.18
24.58,83.49,328.08,-9.47,-6.98,5.25,1581.94
37.29,52.67,150.63,-6.43,-3.18,6.39,562.5
38.2,87.69,206.42,-0.58,-9.41,3.35,341.91
32.72,89.45,257.66,8.67,0.05,4.08,1879.92
42.09,53.54,185.66,-3.16,7.93,2.65,844.97
48.03,61.65,331.57,2.58,5.91,2.99,1287.0
47.77,64.9,279.52,-9.76,-9.43,8.57,1618.43
33.53,81.06,245.58,4.22,7.63,-6.29,1372.28
23.4,73.84,312.94,2.06,-0.95,-4.51,1129.32
49.55,75.77,240.18,4.31,-6.18,-8.13,743.23
45.17,80.3,261.73,8.09,5.05,6.75,1837.05
23.74,54.72,150.55,-7.07,-3.54,-1.02,267.08
47.63,83.33,223.14,-4.77,-4.93,8.14,1767.84
46.1,78.22,177.76,9.92,-6.77,-1.77,1419.7
35.57,73.09,287.94,-6.87,-0.27,-1.15,1142.82
37.74,85.59,245.81,-1.95,13.96,13.63,649.5
31.97,78.01,210.35,4.5,5.71,2.25,292.09
21.64,58.07,243.57,3.66,-0.59,5.32,886.32
30.06,67.19,191.93,-5.45,-1.06,-2.97,1567.52
44.09,69.76,335.02,-5.7,-9.96,2.6,-110.99
20.14,52.21,160.79,3.33,6.36,-5.92,1290.88
30.0,88.19,323.08,-6.27,-0.14,1.08,1985.0
31.95,55.14,252.27,3.23,-1.2,0.93,1945.27
36.12,95.86,273.79,-0.15,5.23,7.77,800.01
47.6,70.25,210.52,-2.27,-8.74,7.92,385.07
30.39,51.03,343.34,-4.0,-2.67,-0.26,927.68
30.41,86.99,206.37,8.95,1.51,-9.51,1689.15
42.13,84.07,267.78,0.16,-0.79,6.89,917.13
33.57,70.97,348.68,1.23,-6.37,-9.99,671.96
26.74,59.16,326.22,8.99,-4.01,-0.43,1482.46
33.57,54.86,257.27,3.08,-4.0,-9.6,1300.27
24.23,64.54,348.07,9.16,9.84,-2.95,1937.4
25.29,60.22,290.27,-7.87,-3.48,2.74,1098.52
34.95,70.27,191.74,6.93,-5.9,-2.58,1934.94
32.57,88.66,231.12,-3.29,6.45,8.54,581.87
47.45,73.0,216.9,6.21,-1.58,2.82,1729.65
30.87,85.6,218.8,7.11,-1.12,2.93,701.85
37.42,76.04,302.09,-4.57,0.98,-2.51,1619.35
38.97,69.01,266.85,-1.82,1.91,-9.23,1851.97
20.39,84.18,157.62,4.52,1.81,4.76,1246.38
39.91,68.85,325.49,-8.02,-9.31,4.32,1457.1
25.34,84.75,209.36,5.11,6.38,0.6,1917.28
48.83,61.66,349.41,-7.79,-6.1,-1.67,750.31
24.46,55.15,340.84,8.29,-4.15,0.77,1023.17
32.44,84.21,338.11,-4.47,-6.53,4.94,1796.58
22.56,73.5,312.23,1.51,5.34,4.26,1345.63
49.91,85.56,194.12,-7.66,1.67,3.16,1747.18
35.07,87.51,256.53,-4.61,5.11,8.08,1236.51
37.86,52.15,194.86,-1.92,3.07,2.2,1479.46
22.01,70.04,201.94,-0.26,-7.92,-9.71,26.12
42.5,65.0,272.19,-10.0,-3.97,2.36,679.35
26.3,75.03,158.17,7.77,0.15,2.25,1540.84
46.94,81.74,343.89,-9.85,-3.9,-8.61,808.02
26.15,61.22,333.73,5.47,-5.85,-1.45,725.69
25.72,72.27,226.15,-0.59,7.4,3.02,1903.1
21.1,78.35,253.08,0.48,4.96,4.09,1105.1
34.16,55.38,243.22,-5.83,-3.1,7.86,384.98
36.95,82.56,326.44,2.15,5.3,6.83,944.45
21.97,74.24,287.72,0.74,2.55,-7.67,1037.34
43.27,87.98,205.62,-6.72,-9.92,2.18,1977.46
33.6,63.58,239.37,-5.24,-2.39,1.93,1436.44
35.73,54.33,235.79,-8.66,-4.19,-3.93,1038.8
33.22,70.26,341.87,-8.67,-5.64,-6.32,863.98
32.02,53.43,185.06,-9.72,-4.97,-6.01,1830.99
36.79,88.78,167.92,-5.59,8.85,-6.45,1291.88
24.66,51.55,326.12,3.59,-0.27,6.13,712.17
25.46,80.14,329.34,-3.68,6.95,-7.03,929.26
45.85,71.0,324.35,-3.15,-5.72,-4.71,556.25
48.38,64.74,252.2,-7.36,-6.51,-5.64,1920.86
31.2,52.63,281.95,1.51,7.78,4.26,1403.89
28.12,74.89,262.67,-3.16,-0.09,-6.83,784.6
39.32,73.41,163.89,3.53,7.9,-9.52,366.43
32.26,61.24,269.17,4.83,-8.74,-2.52,354.04
20.76,86.41,152.72,1.69,8.33,-3.9,2723.02
24.68,62.16,215.0,-4.48,-1.69,-2.05,935.13
41.48,67.99,336.46,0.17,-6.89,5.08,835.58
39.77,71.75,210.81,-4.96,3.67,-9.75,1703.61
20.81,54.01,337.97,8.06,5.94,-9.25,1958.37
26.66,87.29,200.03,5.33,-9.05,-4.89,709.65
26.93,64.98,212.91,-0.14,9.74,7.78,589.22
40.16,53.23,275.68,9.31,3.94,-6.62,1540.22
20.59,65.49,302.33,0.94,-3.57,9.94,899.59
23.12,74.01,250.28,-13.7,-18.84,-18.11,435.14
44.0,70.55,326.42,-8.09,-2.15,-0.88,361.88
25.36,77.78,158.05,0.87,-5.59,4.96,561.14
39.58,52.22,334.44,7.21,-0.12,0.38,2.65
27.15,61.38,189.26,7.33,5.64,1.32,1882.86
22.98,82.77,326.85,2.09,3.2,1.62,860.5
27.3,53.2,75.22,-2.13,-1.28,2.97,165.69
41.67,84.22,316.55,3.01,-7.62,-8.78,329.91
45.67,53.68,284.33,5.24,9.14,2.33,646.68
44.91,83.38,185.19,-1.77,-4.59,4.34,1103.39
31.92,64.43,333.61,-0.47,-4.44,-3.79,1407.43
40.04,74.49,199.1,3.61,2.91,9.57,615.7
26.15,56.12,198.83,7.53,5.41,-7.11,1915.23
28.79,52.65,312.84,5.82,9.68,8.21,1520.62
46.89,58.64,171.17,-9.55,9.38,3.53,1651.6
20.39,55.11,194.41,-7.51,8.28,3.29,647.29
22.57,62.5,250.74,7.06,-1.29,7.52,761.92
26.24,70.58,316.1,6.68,-6.67,6.63,1076.12
20.8,73.55,179.5,-2.22,1.69,-3.09,903.39
25.44,81.59,259.53,1.69,-9.65,4.11,519.78
37.49,76.25,292.25,8.12,-6.08,-8.99,1994.54
32.64,74.35,322.12,8.23,-9.95,-0.72,1696.72
46.78,66.47,337.11,5.66,-6.39,8.76,475.97
44.52,68.95,306.93,-5.81,-0.5,-4.52,1784.8
30.25,66.58,280.57,4.61,-2.13,-9.0,1173.77
27.78,83.69,236.72,-7.98,-2.61,1.66,25.12
31.39,59.2,172.42,7.88,6.62,-2.9,692.3
37.71,50.23,291.95,-7.02,3.5,-2.41,51.47
28.04,76.05,348.55,3.25,8.73,1.65,175.54
38.72,58.1,297.35,2.2,-1.09,2.43,357.95
32.28,85.6,153.34,5.54,-4.56,-1.25,968.8
36.56,84.36,249.25,1.03,-7.55,0.15,762.58
33.08,53.07,272.93,-8.81,3.44,9.87,297.99
28.83,54.26,287.93,4.12,6.83,9.14,789.11
48.45,69.81,293.95,-2.34,-6.33,4.15,608.68
42.91,74.37,497.15,-3.59,7.58,-6.77,820.31
24.2,61.0,194.67,9.83,0.53,-2.8,344.62
46.05,78.67,338.44,1.81,-7.12,7.66,1219.42
34.62,73.8,289.33,4.21,2.86,-1.53,89.06
46.84,62.99,197.37,0.53,0.4,9.11,775.75
44.0,51.01,214.46,5.4,-9.44,-0.23,1789.77
32.76,80.01,334.39,5.04,-2.02,7.24,839.34
20.67,58.59,327.5,3.14,5.7,-9.29,882.16
28.06,83.38,231.03,9.95,1.11,-1.32,136.02
